District,DBN,School Name,Grade,Group,Class,Year,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,6,Group 4,Class 7,2019,161,592,71,44.1,47,29.2,31,19.3,12,7.5,43,26.7
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,7,Group 3,Class 6,2019,312,588,184,59,78,25,39,12.5,11,3.5,50,16
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,8,Group 2,Class 5,2019,285,596,124,43.5,102,35.8,38,13.3,21,7.4,59,20.7
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",6,Group 4,Class 7,2019,37,615,3,8.1,4,10.8,9,24.3,21,56.8,30,81.1
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",7,Group 3,Class 6,2019,50,622,0,0,6,12,10,20,34,68,44,88
31,31R002,I.S. R002 GEORGE L. EGBERT,6,Group 4,Class 7,2019,335,597,113,33.7,86,25.7,80,23.9,56,16.7,136,40.6
31,31R002,I.S. R002 GEORGE L. EGBERT,7,Group 3,Class 6,2019,365,595,134,36.7,115,31.5,76,20.8,40,11,116,31.8
31,31R002,I.S. R002 GEORGE L. EGBERT,8,Group 2,Class 5,2019,273,597,120,44,71,26,47,17.2,35,12.8,82,30
31,31R007,I.S. 007 ELIAS BERNSTEIN,6,Group 4,Class 7,2019,385,609,67,17.4,71,18.4,100,26,147,38.2,247,64.2
31,31R007,I.S. 007 ELIAS BERNSTEIN,7,Group 3,Class 6,2019,385,610,56,14.5,104,27,97,25.2,128,33.2,225,58.4
31,31R007,I.S. 007 ELIAS BERNSTEIN,8,Group 2,Class 5,2019,340,612,47,13.8,102,30,99,29.1,92,27.1,191,56.2
31,31R024,I.S. 024 MYRA S. BARNES,6,Group 4,Class 7,2019,420,605,82,19.5,97,23.1,116,27.6,125,29.8,241,57.4
31,31R024,I.S. 024 MYRA S. BARNES,7,Group 3,Class 6,2019,419,603,105,25.1,115,27.4,102,24.3,97,23.2,199,47.5
31,31R024,I.S. 024 MYRA S. BARNES,8,Group 2,Class 5,2019,286,602,87,30.4,102,35.7,67,23.4,30,10.5,97,33.9
31,31R027,I.S. 027 ANNING S. PRALL,6,Group 4,Class 7,2019,348,597,129,37.1,83,23.9,73,21,63,18.1,136,39.1
31,31R027,I.S. 027 ANNING S. PRALL,7,Group 3,Class 6,2019,325,596,131,40.3,74,22.8,54,16.6,66,20.3,120,36.9
31,31R027,I.S. 027 ANNING S. PRALL,8,Group 2,Class 5,2019,275,599,119,43.3,52,18.9,56,20.4,48,17.5,104,37.8
31,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,6,Group 4,Class 7,2019,79,591,36,45.6,22,27.8,15,19,6,7.6,21,26.6
31,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,7,Group 3,Class 6,2019,72,590,39,54.2,21,29.2,9,12.5,3,4.2,12,16.7
31,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,8,Group 2,Class 5,2019,56,599,21,37.5,22,39.3,7,12.5,6,10.7,13,23.2
31,31R034,I.S. 034 TOTTENVILLE,6,Group 4,Class 7,2019,332,612,34,10.2,49,14.8,98,29.5,151,45.5,249,75
31,31R034,I.S. 034 TOTTENVILLE,7,Group 3,Class 6,2019,351,613,37,10.5,68,19.4,97,27.6,149,42.5,246,70.1
31,31R034,I.S. 034 TOTTENVILLE,8,Group 2,Class 5,2019,318,620,16,5,44,13.8,108,34,150,47.2,258,81.1
31,31R048,P.S. 048 WILLIAM G. WILCOX,3,,,2019,123,609,13,10.6,22,17.9,38,30.9,50,40.7,88,71.5
31,31R048,P.S. 048 WILLIAM G. WILCOX,4,,,2019,97,607,13,13.4,17,17.5,27,27.8,40,41.2,67,69.1
31,31R048,P.S. 048 WILLIAM G. WILCOX,5,Group 5,,2019,108,610,16,14.8,20,18.5,25,23.1,47,43.5,72,66.7
31,31R048,P.S. 048 WILLIAM G. WILCOX,6,Group 4,Class 7,2019,101,606,23,22.8,16,15.8,26,25.7,36,35.6,62,61.4
31,31R048,P.S. 048 WILLIAM G. WILCOX,7,Group 3,Class 6,2019,127,610,16,12.6,27,21.3,48,37.8,36,28.3,84,66.1
31,31R049,I.S. 49 BERTA A. DREYFUS,6,Group 4,Class 7,2019,158,584,105,66.5,37,23.4,9,5.7,7,4.4,16,10.1
31,31R049,I.S. 49 BERTA A. DREYFUS,7,Group 3,Class 6,2019,155,583,100,64.5,35,22.6,14,9,6,3.9,20,12.9
31,31R051,I.S. 051 EDWIN MARKHAM,6,Group 4,Class 7,2019,430,593,194,45.1,119,27.7,65,15.1,52,12.1,117,27.2
31,31R051,I.S. 051 EDWIN MARKHAM,7,Group 3,Class 6,2019,379,596,142,37.5,131,34.6,69,18.2,37,9.8,106,28
31,31R051,I.S. 051 EDWIN MARKHAM,8,Group 2,Class 5,2019,439,597,180,41,126,28.7,88,20,45,10.3,133,30.3
31,31R061,I.S. 061 WILLIAM A MORRIS,6,Group 4,Class 7,2019,320,589,169,52.8,83,25.9,42,13.1,26,8.1,68,21.3
31,31R061,I.S. 061 WILLIAM A MORRIS,7,Group 3,Class 6,2019,312,589,176,56.4,69,22.1,46,14.7,21,6.7,67,21.5
31,31R061,I.S. 061 WILLIAM A MORRIS,8,Group 2,Class 5,2019,264,594,137,51.9,64,24.2,39,14.8,24,9.1,63,23.9
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,6,Group 4,Class 7,2019,147,601,37,25.2,34,23.1,46,31.3,30,20.4,76,51.7
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,7,Group 3,Class 6,2019,150,608,26,17.3,35,23.3,41,27.3,48,32,89,59.3
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,8,Group 2,Class 5,2019,113,608,23,20.4,30,26.5,35,31,25,22.1,60,53.1
31,31R072,I.S. 072 ROCCO LAURIE,6,Group 4,Class 7,2019,484,601,137,28.3,114,23.6,123,25.4,110,22.7,233,48.1
31,31R072,I.S. 072 ROCCO LAURIE,7,Group 3,Class 6,2019,498,605,98,19.7,133,26.7,142,28.5,125,25.1,267,53.6
31,31R072,I.S. 072 ROCCO LAURIE,8,Group 2,Class 5,2019,361,603,112,31,103,28.5,79,21.9,67,18.6,146,40.4
31,31R075,I.S. 075 FRANK D. PAULO,6,Group 4,Class 7,2019,491,612,56,11.4,87,17.7,127,25.9,221,45,348,70.9
31,31R075,I.S. 075 FRANK D. PAULO,7,Group 3,Class 6,2019,462,609,64,13.9,120,26,129,27.9,149,32.3,278,60.2
31,31R075,I.S. 075 FRANK D. PAULO,8,Group 2,Class 5,2019,398,611,68,17.1,103,25.9,103,25.9,124,31.2,227,57
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,3,,,2019,89,607,11,12.4,19,21.3,25,28.1,34,38.2,59,66.3
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,4,,,2019,102,602,20,19.6,32,31.4,21,20.6,29,28.4,50,49
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,5,Group 5,,2019,101,600,36,35.6,23,22.8,21,20.8,21,20.8,42,41.6
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,6,Group 4,Class 7,2019,97,603,22,22.7,24,24.7,26,26.8,25,25.8,51,52.6
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,7,Group 3,Class 6,2019,93,601,23,24.7,26,28,23,24.7,21,22.6,44,47.3
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,3,,,2019,103,596,25,24.3,34,33,34,33,10,9.7,44,42.7
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,4,,,2019,103,599,23,22.3,29,28.2,28,27.2,23,22.3,51,49.5
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,5,Group 5,,2019,104,602,26,25,25,24,28,26.9,25,24,53,51
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,6,Group 4,Class 7,2019,90,607,10,11.1,20,22.2,33,36.7,27,30,60,66.7
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,7,Group 3,Class 6,2019,92,610,10,10.9,22,23.9,30,32.6,30,32.6,60,65.2
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,8,Group 2,Class 5,2019,89,607,20,22.5,32,36,20,22.5,17,19.1,37,41.6
02,02M104,J.H.S. 104 SIMON BARUCH,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M114,EAST SIDE MIDDLE SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M126,P.S. 126 JACOB AUGUST RIIS,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M131,M.S. 131,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M167,J.H.S. 167 ROBERT F. WAGNER,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M177,YORKVILLE EAST MIDDLE SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M225,ELLA BAKER SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M260,THE CLINTON SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M276,BATTERY PARK CITY SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M289,I.S. 289,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M297,M.S. 297,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M397,SPRUCE STREET SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M422,QUEST TO LEARN,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M933,CITY KNOLL MIDDLE SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X095,P.S. 095 SHEILA MENCHER,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X118,J.H.S. 118 WILLIAM W. NILES,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X206,I.S. 206 ANN MERSEREAU,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X228,JONAS BRONCK ACADEMY,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X254,I.S. 254,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X308,BRONX DANCE ACADEMY SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X315,P.S. 315 LAB SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X390,M.S. 390,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
10,10X447,CRESTON ACADEMY,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K030,P.S./I.S. 30 MARY WHITE OVINGTON,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K062,J.H.S. 062 DITMAS,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K163,P.S. 163 BATH BEACH,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K180,THE SEEALL ACADEMY,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K201,J.H.S. 201 THE DYKER HEIGHTS,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K220,J.H.S. 220 JOHN J. PERSHING,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K223,J.H.S. 223 THE MONTAUK,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K229,P.S. 229 DYKER,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,8,Group 3,Class 6,2020,,,,,,,,,,,,
20,20K686,BROOKLYN SCHOOL OF INQUIRY,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q061,I.S. 061 LEONARDO DA VINCI,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q093,I.S. 093 RIDGEWOOD,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q102,P.S. 102 BAYVIEW,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q119,P.S./I.S. 119 THE GLENDALE,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,8,Group 3,Class 6,2020,,,,,,,,,,,,
24,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R002,I.S. R002 GEORGE L. EGBERT,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R007,I.S. 007 ELIAS BERNSTEIN,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R024,I.S. 024 MYRA S. BARNES,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R027,I.S. 027 ANNING S. PRALL,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R034,I.S. 034 TOTTENVILLE,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R048,P.S. 048 WILLIAM G. WILCOX,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R049,I.S. 49 BERTA A. DREYFUS,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R051,I.S. 051 EDWIN MARKHAM,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R061,I.S. 061 WILLIAM A MORRIS,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R072,I.S. 072 ROCCO LAURIE,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R075,I.S. 075 FRANK D. PAULO,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R080,THE MICHAEL J. PETRIDES SCHOOL,8,Group 3,Class 6,2020,,,,,,,,,,,,
31,31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,8,Group 3,Class 6,2020,,,,,,,,,,,,
02,02M104,J.H.S. 104 SIMON BARUCH,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M114,EAST SIDE MIDDLE SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M126,P.S. 126 JACOB AUGUST RIIS,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M131,M.S. 131,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M167,J.H.S. 167 ROBERT F. WAGNER,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M177,YORKVILLE EAST MIDDLE SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M217,P.S./I.S. 217 ROOSEVELT ISLAND,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M225,ELLA BAKER SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M255,M.S. 255 SALK SCHOOL OF SCIENCE,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M260,THE CLINTON SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M276,BATTERY PARK CITY SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M289,I.S. 289,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M297,M.S. 297,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M397,SPRUCE STREET SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M422,QUEST TO LEARN,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
02,02M933,CITY KNOLL MIDDLE SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X080,J.H.S. 080 THE MOSHOLU PARKWAY,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X095,P.S. 095 SHEILA MENCHER,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X118,J.H.S. 118 WILLIAM W. NILES,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X206,I.S. 206 ANN MERSEREAU,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X228,JONAS BRONCK ACADEMY,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X243,WEST BRONX ACADEMY FOR THE FUTURE,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X254,I.S. 254,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X280,P.S./M.S. 280 MOSHOLU PARKWAY,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X308,BRONX DANCE ACADEMY SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X315,P.S. 315 LAB SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X331,THE BRONX SCHOOL OF YOUNG LEADERS,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X390,M.S. 390,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X391,THE ANGELO PATRI MIDDLE SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
10,10X447,CRESTON ACADEMY,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K030,P.S./I.S. 30 MARY WHITE OVINGTON,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K062,J.H.S. 062 DITMAS,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K163,P.S. 163 BATH BEACH,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K180,THE SEEALL ACADEMY,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K201,J.H.S. 201 THE DYKER HEIGHTS,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K220,J.H.S. 220 JOHN J. PERSHING,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K223,J.H.S. 223 THE MONTAUK,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K227,J.H.S. 227 EDWARD B. SHALLOW,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K229,P.S. 229 DYKER,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K259,J.H.S. 259 WILLIAM MCKINLEY,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,7,Group 4,Class 7,2020,,,,,,,,,,,,
20,20K686,BROOKLYN SCHOOL OF INQUIRY,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q049,P.S. 049 DOROTHY BONAWIT KOLE,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q061,I.S. 061 LEONARDO DA VINCI,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q077,JOSEPH F. QUINN INTERMEDIATE SCHOOL 77,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q087,P.S./I.S. 087 MIDDLE VILLAGE,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q093,I.S. 093 RIDGEWOOD,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q102,P.S. 102 BAYVIEW,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q119,P.S./I.S. 119 THE GLENDALE,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",7,Group 4,Class 7,2020,,,,,,,,,,,,
24,24Q311,CORONA ARTS & SCIENCES ACADEMY,7,Group 4,Class 7,2020,,,,,,,,,,,,
